DateTime(GMT+8)	Time(ms)	Z(km)	Latitude	Longitude
2025-08-11 03:12:54.140	140.4	2.57	2.1546438197	102.4294256026
2025-08-11 03:12:54.156	156.2	9.94	2.0923159400	102.5295542962
2025-08-11 03:12:54.199	199.0	11.50	2.0875233295	102.5273960248
2025-08-11 03:12:54.199	199.0	11.50	2.0875233295	102.5273960248
2025-08-11 03:12:54.199	199.0	6.38	2.1210859280	102.4700520768
2025-08-11 03:12:54.199	199.0	6.38	2.1210859280	102.4700520768
2025-08-11 03:12:54.238	238.7	6.62	2.0872640932	102.4638445099
2025-08-11 03:12:54.240	240.1	18.26	0.9296705691	103.2049664475
2025-08-11 03:12:54.240	240.4	18.75	1.8288566010	103.0367499404
2025-08-11 03:12:54.357	357.8	13.82	2.0709740359	102.5255950660
