DateTime(GMT+8)	Time(ms)	Z(km)	Latitude	Longitude
2025-08-11 03:21:55.038	38.2	12.26	2.0475444498	102.5560620953
2025-08-11 03:21:55.038	38.3	5.78	2.1044453666	102.4725664163
2025-08-11 03:21:55.054	54.2	15.47	2.0793128249	102.4157530173
2025-08-11 03:21:55.069	69.7	12.39	2.0618361594	102.5433910085
2025-08-11 03:21:55.069	69.8	6.06	2.1120429586	102.4666348350
2025-08-11 03:21:55.087	87.4	12.61	2.0596656292	102.5437501157
2025-08-11 03:21:55.087	87.4	6.78	2.1075203590	102.4714882153
2025-08-11 03:21:55.108	108.0	12.96	2.0877967923	102.5171487374
2025-08-11 03:21:55.108	108.1	7.21	2.1251580198	102.4549509713
2025-08-11 03:21:55.134	134.0	4.32	2.1001002216	102.4959370647
2025-08-11 03:21:55.183	183.0	12.33	2.0595747656	102.5456377282
2025-08-11 03:21:55.183	183.1	8.47	2.0912461624	102.4455077161
2025-08-11 03:21:55.237	237.7	11.87	2.0638266855	102.5391667032
2025-08-11 03:21:55.237	237.7	3.86	2.1406295792	102.4043438641
2025-08-11 03:21:55.284	284.9	8.20	2.0883510597	102.4530579944
