DateTime(GMT+8)	Time(ms)	Z(km)	Latitude	Longitude
2025-08-11 01:34:00.230	230.3	15.93	2.4620291281	102.0408598898
2025-08-11 01:34:00.261	261.1	10.84	2.4932906716	101.6678839482
2025-08-11 01:34:00.261	261.5	11.66	2.2466257726	102.3461010524
2025-08-11 01:34:00.289	290.0	6.80	2.3487302705	102.2021690234
2025-08-11 01:34:00.290	290.1	6.35	2.3485497298	102.2120586779
2025-08-11 01:34:00.513	513.7	9.58	2.4408096816	101.6081159180
2025-08-11 01:34:00.624	624.3	12.69	2.4827499901	102.1241179306
2025-08-11 01:34:00.680	680.1	11.77	2.4831123344	102.1302321238
2025-08-11 01:34:00.907	907.8	5.76	2.3980020165	101.5474481159
2025-08-11 01:34:00.933	933.2	15.46	2.4662796519	102.0413087761
