DateTime(GMT+8)	Time(ms)	Z(km)	Latitude	Longitude
2025-08-11 03:08:33.191	191.3	6.58	2.1889278546	102.3466363760
2025-08-11 03:08:33.191	191.3	6.44	2.1880247087	102.3291966215
2025-08-11 03:08:33.203	204.0	7.79	2.2011376910	102.3319841576
2025-08-11 03:08:33.206	206.7	3.05	2.1792549613	102.2498190528
2025-08-11 03:08:33.218	218.1	11.86	2.2389391862	102.3402570990
2025-08-11 03:08:33.218	218.1	12.00	2.2339673238	102.3037580616
2025-08-11 03:08:33.233	233.6	8.12	2.2565768060	102.2874871038
2025-08-11 03:08:33.309	309.9	16.13	2.1950693423	102.0747919975
2025-08-11 03:08:33.309	309.9	3.99	2.1592683599	102.2201541960
2025-08-11 03:08:33.311	311.5	2.23	2.1578215120	102.2262669754
2025-08-11 03:08:33.320	320.1	6.12	2.1655991039	102.2350764493
2025-08-11 03:08:33.325	325.9	6.96	2.1554703075	102.2348068700
2025-08-11 03:08:33.331	331.7	7.30	2.1580928284	102.2268063314
2025-08-11 03:08:33.338	338.7	6.94	2.1871221043	102.2049613239
2025-08-11 03:08:33.445	445.3	12.77	2.1196544295	102.1548941722
2025-08-11 03:08:33.484	484.5	11.84	2.0979529138	102.2799320176
