DateTime(GMT+8)	Time(ms)	Z(km)	Latitude	Longitude
2025-08-11 03:14:24.538	539.0	7.68	2.2405644587	102.3709126724
2025-08-11 03:14:24.624	624.4	9.15	1.9979520794	102.6768549814
2025-08-11 03:14:24.624	624.6	17.17	2.5123911842	102.5108488116
2025-08-11 03:14:24.646	646.8	2.58	2.0537320091	102.7298146485
2025-08-11 03:14:24.646	646.9	7.46	2.1901832958	102.4409367963
2025-08-11 03:14:24.850	850.4	5.64	2.0963866871	102.5241617237
2025-08-11 03:14:24.883	883.4	6.77	2.2553063447	102.3611149158
2025-08-11 03:14:24.954	954.9	18.14	1.6945427247	102.6748837341
2025-08-11 03:14:24.955	955.1	3.39	2.1667654432	102.4044366397
2025-08-11 03:14:24.956	956.4	3.27	2.1151111115	102.5031309145
2025-08-11 03:14:24.960	960.1	4.32	2.0931378242	102.4899132821
