DateTime(GMT+8)	Time(ms)	Z(km)	Latitude	Longitude
2025-08-11 03:17:25.310	311.0	9.01	2.1789811319	102.3294657866
2025-08-11 03:17:25.310	311.0	6.32	2.1864876663	102.3231735537
2025-08-11 03:17:25.312	312.7	9.23	2.1822370824	102.3250611218
2025-08-11 03:17:25.314	314.8	10.40	2.1776248397	102.3255103442
2025-08-11 03:17:25.314	314.8	7.79	2.1856739686	102.3192181232
2025-08-11 03:17:25.317	317.2	17.10	2.1418951834	102.4083891595
2025-08-11 03:17:25.317	317.2	17.10	2.1418951834	102.4083891595
2025-08-11 03:17:25.421	421.8	19.44	2.1820528510	102.1290002668
2025-08-11 03:17:25.421	421.8	17.77	2.1960708080	102.1338534358
2025-08-11 03:17:25.636	636.2	8.71	2.0754988397	102.5109441602
2025-08-11 03:17:25.636	636.3	-0.14	2.1113164415	102.4839835767
2025-08-11 03:17:25.667	667.3	13.46	2.8430479197	102.1921670151
2025-08-11 03:17:25.805	805.2	15.52	2.2645182472	102.4595564974
2025-08-11 03:17:25.805	805.2	13.84	2.2893028724	102.4244985765
2025-08-11 03:17:25.924	924.2	10.90	2.0887923195	102.5135533628
2025-08-11 03:17:25.951	951.1	14.18	2.3425698847	102.4201001492
2025-08-11 03:17:25.952	952.1	17.16	2.2197600150	102.4095667022
