DateTime(GMT+8)	Time(ms)	Z(km)	Latitude	Longitude
2025-08-11 01:33:28.020	20.2	-0.04	2.2434794927	101.5998498975
2025-08-11 01:33:28.021	21.6	-0.08	2.2500174068	101.6544157135
2025-08-11 01:33:28.022	22.8	5.22	2.2448499573	101.6278078439
2025-08-11 01:33:28.024	24.1	7.35	2.6496079811	102.1965825602
2025-08-11 01:33:28.024	25.0	8.94	2.2801459959	101.6852387529
2025-08-11 01:33:28.025	25.8	2.19	2.2369914169	101.6469597760
2025-08-11 01:33:28.255	256.0	7.06	2.1925908494	101.6522829215
2025-08-11 01:33:28.255	256.0	7.06	2.1925908494	101.6522829215
2025-08-11 01:33:28.279	280.0	4.76	2.1733469260	101.6935526608
2025-08-11 01:33:28.280	280.0	2.72	2.2362403066	101.7989783843
2025-08-11 01:33:28.292	292.6	8.53	2.1422445717	101.7101051378
2025-08-11 01:33:28.292	292.6	2.59	2.1543647572	101.7148648464
