DateTime(GMT+8)	Time(ms)	Z(km)	Latitude	Longitude
2025-08-11 03:20:59.243	243.5	6.02	2.0757581209	102.5650569031
2025-08-11 03:20:59.407	407.7	-0.03	2.0904072011	102.5709029158
2025-08-11 03:20:59.408	408.2	6.75	2.0999081635	102.5489719608
2025-08-11 03:20:59.459	459.9	4.75	2.1321102047	102.5167974994
2025-08-11 03:20:59.787	787.0	10.29	2.2697753812	102.3681283530
2025-08-11 03:20:59.789	789.7	16.56	1.9254505269	102.5813826395
2025-08-11 03:20:59.789	789.7	2.03	2.0915014163	102.5323407016
2025-08-11 03:20:59.801	801.1	6.06	2.0718875342	102.4785838396
2025-08-11 03:20:59.851	851.4	0.07	2.1024524757	102.4909935279
2025-08-11 03:20:59.851	851.5	6.26	2.0738774788	102.4765167305
