id,time,azimuth,elevation,x,y,z,r,region,deposited_charge
1,1756267685.846740007,137.099316,36.131670,-6.817457,-5.689672,6.762621,11.161681,0,1.602949268e+00
1,1756267685.846764088,137.561507,34.485562,-6.666410,-5.683902,6.135983,10.695702,1,-1.489920794e-01
1,1756267685.846767902,137.992020,35.853692,-6.592987,-5.638140,6.907589,11.089224,1,-1.489920794e-01
1,1756267685.846771955,137.379132,34.813405,-6.761983,-5.693290,6.482184,10.961600,1,-1.489920794e-01
1,1756267685.847284079,137.507050,36.735867,-6.616906,-5.635914,6.573042,10.897332,1,-1.489920794e-01
1,1756267685.848257065,138.991001,38.044472,-6.346930,-5.822691,6.265995,10.651288,1,-1.489920794e-01
1,1756267685.848941088,136.714101,37.491539,-6.442899,-5.342240,6.465517,10.576076,1,-1.489920794e-01
1,1756267685.849531889,140.624289,38.945209,-6.168134,-5.835395,7.141462,11.094962,1,-1.489920794e-01
1,1756267685.849814892,139.090331,39.090421,-6.254191,-5.576899,7.269109,11.093090,1,-1.489920794e-01
1,1756267685.850264072,141.646212,37.838826,-5.991025,-5.875664,6.812692,10.808727,1,-1.489920794e-01
1,1756267685.850347996,136.764424,39.702667,-6.335023,-5.163631,7.434358,11.048316,1,-1.489920794e-01
1,1756267685.850352049,135.961877,40.584626,-6.427278,-5.102917,7.537804,11.143076,1,-1.489920794e-01
1,1756267685.851701021,141.382930,39.137776,-5.921461,-5.722795,7.284394,10.994384,1,-1.489920794e-01
1,1756267685.851713896,139.923820,40.089419,-6.149227,-5.625385,7.725690,11.364165,1,-1.489920794e-01
1,1756267685.851716995,139.386878,39.765635,-6.274382,-5.666528,7.406046,11.239525,1,-1.489920794e-01
1,1756267685.852034092,136.413723,40.618550,-6.357718,-5.181474,7.246777,10.944589,1,-1.489920794e-01
1,1756267685.852781057,140.653665,39.466872,-5.871321,-5.544349,7.036878,10.711203,1,-1.489920794e-01
1,1756267685.852787018,141.254420,39.812464,-5.753466,-5.590333,6.779144,10.502904,1,-1.489920794e-01
2,1756267685.852879047,135.119128,39.746439,-6.651019,-5.173812,7.215902,11.093855,1,-1.489920794e-01
1,1756267685.852915049,135.874110,40.230189,-6.449436,-5.176436,7.101298,10.900420,1,-1.489920794e-01
1,1756267685.853265047,136.835120,41.843929,-6.222842,-5.107499,7.661669,11.113572,1,-1.489920794e-01
