id,time,azimuth,elevation,x,y,z,r,region,deposited_charge
1,1756266763.714194059,121.145830,43.368388,-7.519164,-3.280330,8.004852,11.461939,0,2.668186462e-02
1,1756266763.715158939,121.103763,43.767742,-7.664199,-3.330102,8.284891,11.767283,1,-2.305840153e-03
1,1756266763.715163946,121.213264,44.008741,-7.611320,-3.333649,8.278700,11.729547,1,-2.305840153e-03
1,1756266763.715186119,122.309549,43.866467,-7.275688,-3.444245,7.727511,11.158534,0,2.668186462e-02
2,1756266763.717698097,124.117313,43.808005,-7.533775,-3.780897,8.323896,11.846527,1,-2.305840153e-03
2,1756266763.717752934,123.742469,43.992367,-7.801211,-3.801089,8.788491,12.350901,1,-2.305840153e-03
2,1756266763.718832016,122.136086,43.648877,-7.681865,-3.577973,8.157737,11.762721,1,-2.305840153e-03
2,1756266763.718846083,122.026640,43.723624,-7.915519,-3.521193,8.823142,12.365358,1,-2.305840153e-03
3,1756266763.725327015,125.996599,43.112283,-7.625874,-4.167880,8.326378,12.035520,1,-2.305840153e-03
3,1756266763.726337910,126.281652,43.564236,-7.648548,-4.188136,8.635397,12.272361,1,-2.305840153e-03
4,1756266763.736179113,125.825920,44.054265,-7.514179,-4.093661,8.411712,11.999077,1,-2.305840153e-03
5,1756266763.740416050,127.265828,44.485089,-7.401485,-4.271990,8.551535,12.089691,1,-2.305840153e-03
5,1756266763.740641117,128.303486,44.356840,-7.022553,-4.247169,8.103698,11.533630,1,-2.305840153e-03
6,1756266763.742445946,128.303486,44.356840,-7.267756,-4.377852,8.439817,11.967304,1,-2.305840153e-03
6,1756266763.743283987,128.074952,44.321885,-7.096704,-4.265299,8.124548,11.600184,1,-2.305840153e-03
6,1756266763.744143009,128.119363,44.264324,-6.895457,-4.298491,7.507639,11.062956,1,-2.305840153e-03
7,1756266763.746532917,128.386934,43.769027,-7.351472,-4.387701,8.556419,12.104064,1,-2.305840153e-03
7,1756266763.746598005,129.607555,43.663020,-7.014087,-4.442356,8.085958,11.589420,1,-2.305840153e-03
7,1756266763.746820927,130.152536,42.882290,-7.231561,-4.591956,8.496368,12.065231,1,-2.305840153e-03
8,1756266763.752763033,121.445113,44.517987,-7.700179,-3.420857,8.509857,11.975504,1,-2.305840153e-03
9,1756266763.756402969,121.444971,43.684861,-7.799079,-3.484169,8.329645,11.930970,1,-2.305840153e-03
10,1756266763.758069992,120.655741,45.016941,-7.792234,-3.334299,8.698539,12.145001,1,-2.305840153e-03
11,1756266763.762365103,119.570352,44.331678,-8.052744,-3.430532,8.345946,12.094216,1,-2.305840153e-03
11,1756266763.762392998,121.307821,42.173669,-7.871292,-3.543493,7.852133,11.669172,0,2.668186462e-02
12,1756266763.764064074,121.765797,41.858759,-8.160181,-3.624460,8.422289,12.274372,1,-2.305840153e-03
13,1756266763.766196966,121.715004,41.367965,-8.107580,-3.655943,8.050355,11.996124,1,-2.305840153e-03
13,1756266763.767573118,121.201169,41.924417,-7.962595,-3.668558,7.641817,11.630073,1,-2.305840153e-03
13,1756266763.767718077,122.582870,42.376671,-8.046770,-3.768302,8.356320,12.197487,1,-2.305840153e-03
14,1756266763.770201921,122.176539,40.332683,-8.836954,-3.951766,8.881362,13.137230,1,-2.305840153e-03
15,1756266763.772589922,122.507205,40.794713,-8.700606,-4.032906,8.639401,12.907522,1,-2.305840153e-03
15,1756266763.772598028,122.939109,40.838921,-8.597953,-4.061310,8.596138,12.818449,1,-2.305840153e-03
16,1756266763.775175095,122.467107,41.292320,-8.089952,-3.997566,7.550513,11.765972,0,2.668186462e-02
17,1756266763.777918100,121.060472,42.656014,-8.745435,-3.882229,8.877166,13.052142,1,-2.305840153e-03
17,1756266763.779026985,125.245206,40.748206,-8.355602,-4.437234,8.315641,12.595833,1,-2.305840153e-03
17,1756266763.779273033,125.529398,40.535719,-8.534716,-4.508265,8.710063,13.001193,1,-2.305840153e-03
17,1756266763.779349089,125.543585,40.299179,-8.195503,-4.528429,7.732123,12.143256,0,2.668186462e-02
18,1756266763.781094074,126.475724,40.525613,-8.080833,-4.519707,8.073287,12.284363,1,-2.305840153e-03
19,1756266763.783843994,125.631402,40.179157,-8.722429,-4.631389,8.795181,13.224437,1,-2.305840153e-03
19,1756266763.783850908,125.917129,40.613504,-8.212027,-4.540327,8.034553,12.353380,1,-2.305840153e-03
20,1756266763.787574053,124.919383,40.750059,-8.606433,-4.549883,8.421111,12.871955,1,-2.305840153e-03
21,1756266763.790982962,126.138745,41.037757,-8.362073,-4.586106,8.554672,12.811676,1,-2.305840153e-03
22,1756266763.804827929,129.408932,43.766632,-7.160129,-4.502780,8.255564,11.819341,1,-2.305840153e-03
23,1756266763.806611061,131.004481,42.820824,-6.897581,-4.554892,8.061628,11.546147,1,-2.305840153e-03
23,1756266763.806818008,129.846601,43.274951,-7.086633,-4.553528,8.008684,11.622995,1,-2.305840153e-03
23,1756266763.806833982,130.393129,43.089571,-7.063487,-4.677880,7.849086,11.549180,0,2.668186462e-02
24,1756266763.810187101,129.840841,41.988629,-7.431594,-4.745223,8.127759,11.991922,1,-2.305840153e-03
24,1756266763.810720921,131.915170,41.380164,-7.052064,-4.816897,7.983154,11.690374,0,2.668186462e-02
24,1756266763.811037064,131.302828,41.482420,-7.288920,-4.882475,8.130264,11.961108,1,-2.305840153e-03
25,1756266763.812716007,120.935030,35.722842,-10.317027,-4.447857,8.492184,14.083383,1,-2.305840153e-03
26,1756266763.814596891,131.268011,40.672127,-7.418562,-5.056388,7.707679,11.832601,1,-2.305840153e-03
26,1756266763.815807104,132.452143,39.902243,-7.359811,-5.185836,7.757573,11.884429,1,-2.305840153e-03
26,1756266763.817279100,133.319785,38.623942,-7.516917,-5.423079,7.901604,12.179868,1,-2.305840153e-03
26,1756266763.817873955,133.055024,39.653323,-7.607073,-5.507117,7.912742,12.280366,1,-2.305840153e-03
26,1756266763.817878962,132.891840,39.309858,-7.673440,-5.510972,7.912526,12.323172,1,-2.305840153e-03
26,1756266763.817965984,133.041672,39.120304,-7.545535,-5.391785,8.004842,12.250875,1,-2.305840153e-03
26,1756266763.818552971,132.902751,39.260438,-7.392031,-5.312078,7.605814,11.862070,1,-2.305840153e-03
26,1756266763.818598032,132.565340,39.120903,-7.505388,-5.285129,7.826095,12.062802,1,-2.305840153e-03
26,1756266763.819456100,134.009777,39.766567,-7.214748,-5.411966,7.620189,11.807169,1,-2.305840153e-03
26,1756266763.819504976,133.671617,39.925192,-7.516513,-5.567177,7.954202,12.278467,1,-2.305840153e-03
26,1756266763.820790052,135.355909,40.326886,-7.286723,-5.741196,7.988186,12.242090,1,-2.305840153e-03
26,1756266763.821611881,133.585065,39.820358,-7.415339,-5.471697,7.821874,12.087532,1,-2.305840153e-03
26,1756266763.822592974,136.897720,40.069034,-6.871515,-5.630116,8.184692,12.079119,1,-2.305840153e-03
26,1756266763.823275089,136.326639,41.229327,-6.907136,-5.660722,7.817366,11.868594,1,-2.305840153e-03
26,1756266763.824167967,135.397901,39.873971,-7.218902,-5.642181,8.052193,12.197728,1,-2.305840153e-03
26,1756266763.824675083,135.972774,39.557779,-7.164194,-5.747205,7.824533,12.065627,1,-2.305840153e-03
27,1756266763.827256918,136.504153,41.220653,-7.322337,-5.944788,8.766198,12.876465,1,-2.305840153e-03
27,1756266763.827476978,138.034474,41.251224,-7.191971,-6.346651,8.038805,12.515063,1,-2.305840153e-03
28,1756266763.832412004,138.287136,41.895500,-7.027820,-6.125871,8.608057,12.689176,1,-2.305840153e-03
28,1756266763.832484961,137.986947,42.254982,-7.110026,-6.141033,8.725758,12.821997,1,-2.305840153e-03
28,1756266763.832623959,139.329735,41.690094,-6.740246,-6.127539,8.176814,12.240831,1,-2.305840153e-03
28,1756266763.832627058,138.950232,42.041868,-6.784635,-6.098999,8.222676,12.281753,1,-2.305840153e-03
28,1756266763.833025932,138.142691,42.674695,-6.612436,-5.851333,7.815948,11.792008,1,-2.305840153e-03
28,1756266763.833441973,138.418151,40.725569,-7.195887,-6.299516,8.501640,12.796194,1,-2.305840153e-03
28,1756266763.834419966,140.222045,42.103575,-6.734627,-6.322347,8.384671,12.475175,1,-2.305840153e-03
28,1756266763.834613085,140.213349,41.636635,-6.917457,-6.467357,8.603189,12.794248,1,-2.305840153e-03
29,1756266763.836841106,141.266029,41.811581,-6.753338,-6.542922,8.664800,12.786562,1,-2.305840153e-03
29,1756266763.836848021,141.952351,41.726287,-6.621938,-6.569594,8.600532,12.687741,1,-2.305840153e-03
29,1756266763.836909056,142.621057,40.238704,-6.611140,-6.706164,8.354150,12.588552,1,-2.305840153e-03
29,1756266763.838238955,141.679293,42.712523,-6.581149,-6.479634,8.704881,12.691420,1,-2.305840153e-03
29,1756266763.838749886,141.763650,43.627952,-6.481822,-6.430434,8.692364,12.606415,1,-2.305840153e-03
29,1756266763.838927984,141.400265,43.038043,-6.493186,-6.349791,8.532386,12.461257,1,-2.305840153e-03
29,1756266763.840218067,141.143205,42.741656,-6.641953,-6.402107,8.807869,12.754649,1,-2.305840153e-03
29,1756266763.840639114,141.917305,42.548067,-6.501548,-6.437805,8.706312,12.629938,1,-2.305840153e-03
29,1756266763.841182947,142.355123,42.597013,-6.518298,-6.542175,8.924788,12.842901,1,-2.305840153e-03
29,1756266763.842152119,143.510237,42.516119,-6.298936,-6.581567,8.864375,12.711049,1,-2.305840153e-03
29,1756266763.842225075,143.758663,43.395136,-6.123330,-6.500138,8.520389,12.342771,1,-2.305840153e-03
29,1756266763.842242002,143.655370,42.648426,-6.173077,-6.503871,8.541542,12.384069,1,-2.305840153e-03
29,1756266763.842740059,144.182975,43.047370,-6.177763,-6.648018,8.620667,12.517060,1,-2.305840153e-03
