id,time,azimuth,elevation,x,y,z,r,region,deposited_charge
1,1756266801.254529953,142.467853,47.332976,-4.867765,-5.030765,7.160116,10.013541,0,3.764913563e-01
1,1756266801.254533052,142.722786,47.664187,-4.812168,-5.026960,7.156217,9.981920,0,3.764913563e-01
1,1756266801.254538059,142.026233,47.623669,-4.903149,-5.004374,7.190097,10.039030,1,-2.619070304e-02
1,1756266801.254547119,141.441123,47.851666,-4.930804,-4.833140,7.642330,10.299382,1,-2.619070304e-02
1,1756266801.254551888,143.131966,46.900524,-4.738894,-4.894249,7.534804,10.157956,1,-2.619070304e-02
1,1756266801.254558086,143.006256,47.731370,-4.710262,-4.859580,7.573659,10.156889,1,-2.619070304e-02
1,1756266801.254564047,143.509797,47.218049,-4.816758,-5.074201,7.582258,10.316943,1,-2.619070304e-02
1,1756266801.254575014,143.011402,47.929313,-4.739185,-4.943313,7.387432,10.073250,1,-2.619070304e-02
2,1756266801.256187916,142.735053,48.256864,-4.855111,-4.955642,7.946585,10.548872,1,-2.619070304e-02
2,1756266801.256361008,143.500112,48.445590,-4.878206,-5.133891,8.034194,10.709902,1,-2.619070304e-02
2,1756266801.256366014,144.341567,48.325042,-4.707331,-5.099632,7.861584,10.486645,1,-2.619070304e-02
2,1756266801.256479979,141.239501,47.720162,-4.946804,-4.777220,7.812905,10.408371,1,-2.619070304e-02
2,1756266801.256484985,140.000537,48.191602,-5.082937,-4.712901,7.902590,10.511832,1,-2.619070304e-02
3,1756266801.258011103,148.940024,50.364880,-4.279250,-5.442959,8.675157,11.099375,1,-2.619070304e-02
3,1756266801.258047104,149.185972,51.052269,-3.929236,-5.142312,7.370734,9.808669,1,-2.619070304e-02
4,1756266801.259915113,153.718520,52.388765,-3.595527,-5.479858,8.430721,10.678657,1,-2.619070304e-02
4,1756266801.259946108,153.563538,50.505957,-3.684843,-5.582126,8.068296,10.480248,1,-2.619070304e-02
5,1756266801.261790991,155.342870,53.148964,-3.427478,-5.559482,8.620295,10.815033,1,-2.619070304e-02
6,1756266801.264823914,155.685179,50.302127,-3.674234,-6.040215,8.379214,10.963367,1,-2.619070304e-02
7,1756266801.286389112,163.055184,60.156649,-2.080285,-4.656855,8.679063,10.066778,1,-2.619070304e-02
8,1756266801.289766073,165.909314,60.824698,-1.759728,-4.531450,8.558410,9.842615,1,-2.619070304e-02
9,1756266801.306072950,156.557264,48.294771,-3.813648,-6.490332,8.498375,11.353004,1,-2.619070304e-02
9,1756266801.306418896,156.069529,47.075004,-3.992178,-6.671174,8.623375,11.610540,1,-2.619070304e-02
9,1756266801.307471991,155.249740,47.399694,-4.187111,-6.766437,8.721839,11.806229,1,-2.619070304e-02
10,1756266801.310570955,153.620684,47.036402,-4.462944,-6.771981,8.788180,11.958666,1,-2.619070304e-02
10,1756266801.311106920,152.656873,46.110212,-4.779602,-6.990500,8.964975,12.332172,1,-2.619070304e-02
10,1756266801.311208010,151.921494,46.968517,-4.709814,-6.699185,8.971058,12.146658,1,-2.619070304e-02
10,1756266801.311250925,152.297387,46.608757,-4.597461,-6.634191,8.662733,11.840274,1,-2.619070304e-02
11,1756266801.311254025,161.510276,49.447523,-3.200485,-6.678101,8.251212,11.087048,1,-2.619070304e-02
10,1756266801.311297894,151.975734,46.092019,-4.753995,-6.776193,8.788521,12.072919,1,-2.619070304e-02
11,1756266801.311305046,159.522317,48.819476,-3.451305,-6.622624,8.298821,11.164277,1,-2.619070304e-02
10,1756266801.311429977,152.202226,46.905412,-4.643582,-6.678821,8.762409,11.956141,1,-2.619070304e-02
11,1756266801.312127113,160.575276,49.980047,-3.382292,-6.779642,8.622080,11.477966,1,-2.619070304e-02
12,1756266801.314730883,151.595378,46.363540,-4.899901,-6.899263,8.786963,12.199163,1,-2.619070304e-02
13,1756266801.316956997,149.164291,46.994027,-5.093492,-6.558033,8.902918,12.174293,1,-2.619070304e-02
13,1756266801.317759037,150.444213,46.911990,-4.898600,-6.615223,8.692768,11.971703,1,-2.619070304e-02
14,1756266801.322573900,148.595074,47.090750,-5.135025,-6.465500,9.023533,12.230917,1,-2.619070304e-02
15,1756266801.325038910,142.835020,45.773725,-4.526746,-4.711261,6.429303,9.166425,0,3.764913563e-01
16,1756266801.332329988,143.400973,45.979215,-4.601960,-4.813310,7.024557,9.679380,1,-2.619070304e-02
16,1756266801.332381010,143.594188,45.608499,-4.639560,-4.857505,7.237981,9.874677,1,-2.619070304e-02
16,1756266801.333368063,141.401171,42.822590,-4.924539,-4.781709,6.625807,9.540291,1,-2.619070304e-02
16,1756266801.334702969,140.935831,43.384062,-5.097506,-4.836884,7.168601,10.038369,1,-2.619070304e-02
17,1756266801.336508989,143.304428,44.621837,-4.729983,-4.964765,6.678258,9.571873,0,3.764913563e-01
18,1756266801.341073990,142.902600,43.463186,-4.896982,-4.991042,7.139720,9.993325,0,3.764913563e-01
18,1756266801.341078043,144.137600,44.453484,-4.685796,-5.002446,7.118864,9.882276,0,3.764913563e-01
18,1756266801.341171980,143.022429,44.179064,-4.903450,-5.025680,7.263760,10.102648,1,-2.619070304e-02
19,1756266801.341855049,165.202468,48.927056,-2.757683,-6.962664,8.851856,11.594777,1,-2.619070304e-02
18,1756266801.342272043,140.262742,40.675085,-5.234586,-4.840370,6.761926,9.826175,0,3.764913563e-01
20,1756266801.353276014,148.234241,46.224137,-5.276390,-6.550265,9.022786,12.335191,1,-2.619070304e-02
20,1756266801.354012012,147.539062,45.318131,-5.314552,-6.417704,8.987577,12.255934,1,-2.619070304e-02
20,1756266801.354450941,148.307657,46.782315,-5.314820,-6.657887,8.870490,12.298795,1,-2.619070304e-02
21,1756266801.356411934,144.617109,45.970850,-5.810274,-6.356151,8.987538,12.447320,1,-2.619070304e-02
21,1756266801.356827974,143.957880,46.357547,-5.904411,-6.299085,9.223139,12.633560,1,-2.619070304e-02
21,1756266801.356889963,144.089426,46.163938,-5.938522,-6.388912,9.079889,12.590815,1,-2.619070304e-02
21,1756266801.356923103,145.071998,45.314363,-5.809342,-6.471147,8.771176,12.351426,1,-2.619070304e-02
22,1756266801.359478951,142.568238,44.183191,-6.267256,-6.349609,8.976954,12.656292,1,-2.619070304e-02
22,1756266801.360603094,141.674693,43.829988,-6.409742,-6.296122,8.895454,12.643380,1,-2.619070304e-02
23,1756266801.363917112,140.562671,44.929870,-6.446898,-6.126415,8.898790,12.581094,1,-2.619070304e-02
24,1756266801.363924026,173.013922,48.785441,-1.742215,-6.657307,7.230923,9.982049,1,-2.619070304e-02
23,1756266801.364667892,141.279718,43.522875,-6.364980,-6.151646,8.777048,12.465644,1,-2.619070304e-02
23,1756266801.365567923,139.945171,43.053159,-6.521585,-6.059089,8.374862,12.222191,1,-2.619070304e-02
23,1756266801.365607977,141.271739,43.993771,-6.213909,-6.045976,8.440535,12.099964,1,-2.619070304e-02
23,1756266801.365952969,139.504480,43.319876,-6.801486,-6.225699,8.735613,12.701593,1,-2.619070304e-02
23,1756266801.366027117,140.572451,43.596462,-6.547091,-6.222388,8.635424,12.496122,1,-2.619070304e-02
23,1756266801.366090059,140.016548,44.037717,-6.516342,-6.134777,8.389109,12.266840,1,-2.619070304e-02
