id,time,azimuth,elevation,x,y,z,r,region,deposited_charge
1,1756267335.354123116,-154.358509,18.450879,7.049791,-20.425796,7.571739,22.896374,0,1.970436458e-01
2,1756267335.358159065,-154.222737,19.866134,6.769941,-19.756290,7.670157,22.248020,1,-5.084997311e-02
2,1756267335.358350992,-152.886746,20.228247,7.282682,-19.848569,7.822188,22.543065,1,-5.084997311e-02
2,1756267335.359843969,-152.604503,21.821315,7.076725,-19.408621,7.937588,22.130972,1,-5.084997311e-02
2,1756267335.360141993,-151.926156,17.519907,7.471277,-18.905645,6.810169,21.438792,1,-5.084997311e-02
2,1756267335.361490965,-152.817250,18.466065,7.425075,-19.506725,7.482517,22.172779,1,-5.084997311e-02
3,1756267335.365056038,-150.946798,20.862445,7.746549,-19.037221,7.901792,22.019608,1,-5.084997311e-02
4,1756267335.373074055,-150.437815,21.729682,7.651000,-18.453226,7.930121,21.492933,1,-5.084997311e-02
4,1756267335.374131918,-150.424052,19.332326,8.091152,-19.036770,7.588031,22.032784,1,-5.084997311e-02
5,1756267335.378659964,-151.024473,19.895374,7.706186,-18.798787,7.588188,21.687791,1,-5.084997311e-02
6,1756267335.384150028,-152.396549,19.814793,7.222750,-18.601245,7.632708,21.364285,1,-5.084997311e-02
7,1756267335.387036085,-151.222375,23.155560,7.101722,-18.224601,7.973283,21.122116,1,-5.084997311e-02
8,1756267335.388922930,-152.174216,20.548823,7.207280,-18.496130,7.773668,21.318575,1,-5.084997311e-02
9,1756267335.391269922,-152.754888,21.339591,6.916513,-18.573120,7.880209,21.328306,1,-5.084997311e-02
10,1756267335.393399000,-154.425647,21.897082,6.440051,-19.043012,8.170339,21.699424,1,-5.084997311e-02
10,1756267335.393871069,-152.741191,22.471810,6.720622,-18.286099,7.997409,21.059599,1,-5.084997311e-02
11,1756267335.395776033,-153.904791,20.078254,6.801372,-18.978998,7.835508,21.629984,1,-5.084997311e-02
11,1756267335.395818949,-154.915460,19.943183,6.440447,-19.189178,7.724520,21.664998,1,-5.084997311e-02
12,1756267335.398809910,-154.630938,20.985303,6.473148,-19.323241,7.945676,21.872884,1,-5.084997311e-02
13,1756267335.401633978,-155.192937,19.898912,6.457386,-19.509023,7.855238,22.000104,1,-5.084997311e-02
13,1756267335.401748896,-154.918889,20.218243,6.398626,-19.330590,7.700873,21.769648,1,-5.084997311e-02
13,1756267335.401786089,-155.361469,19.299331,6.397995,-19.451585,7.639962,21.855606,1,-5.084997311e-02
14,1756267335.408400059,-150.185044,18.457916,8.196059,-19.192925,7.209427,22.079846,0,1.970436458e-01
15,1756267335.410954952,-147.904722,21.103130,8.773900,-18.763759,7.969413,22.193952,1,-5.084997311e-02
15,1756267335.411254883,-148.240914,20.101542,8.828866,-19.092305,7.741610,22.414226,1,-5.084997311e-02
16,1756267335.412769079,-148.257426,19.546148,8.851027,-18.698700,7.730847,22.085019,1,-5.084997311e-02
16,1756267335.412808895,-148.533904,21.452405,8.707883,-19.057143,8.297668,22.535599,1,-5.084997311e-02
17,1756267335.415498972,-148.095424,22.188561,8.793431,-19.059083,8.462523,22.631557,1,-5.084997311e-02
18,1756267335.419547081,-150.368440,19.856251,8.294322,-20.317208,7.490742,23.188271,0,1.970436458e-01
18,1756267335.420162916,-151.449201,15.129584,8.159535,-20.070270,6.370357,22.582630,0,1.970436458e-01
19,1756267335.422575951,-152.088724,17.657248,8.170125,-20.906654,7.530704,23.675950,0,1.970436458e-01
19,1756267335.423489094,-151.532833,18.570807,8.181156,-20.868003,7.470862,23.626651,0,1.970436458e-01
20,1756267335.426434994,-151.768081,17.620677,7.920286,-20.758136,6.629953,23.185931,1,-5.084997311e-02
20,1756267335.427015066,-151.755486,18.603502,8.029359,-21.002259,7.199327,23.609231,1,-5.084997311e-02
20,1756267335.427895069,-151.519927,18.709019,8.202115,-21.087400,7.418788,23.811584,1,-5.084997311e-02
20,1756267335.428746939,-151.782747,17.156558,8.282727,-21.176703,7.165051,23.841021,1,-5.084997311e-02
21,1756267335.434838057,-152.687762,18.812484,7.788580,-21.166272,7.566863,23.789293,0,1.970436458e-01
21,1756267335.435739994,-151.576220,19.693578,8.123820,-20.955287,7.805587,23.791757,1,-5.084997311e-02
21,1756267335.435775995,-153.579754,16.958009,7.537146,-21.152553,7.047564,23.535234,0,1.970436458e-01
