id,time,azimuth,elevation,x,y,z,r,region,deposited_charge
1,1756266885.986258030,151.414882,44.966952,-4.595263,-6.420594,7.912932,11.178326,0,1.212273563e-01
1,1756266885.986355066,149.797106,45.292076,-4.834313,-6.361326,8.166092,11.424627,1,-4.754013974e-03
1,1756266885.986423969,151.744265,44.739039,-4.511235,-6.383915,7.711290,10.980419,1,-4.754013974e-03
1,1756266885.986450911,151.087842,45.283220,-4.520311,-6.259004,7.583816,10.822320,1,-4.754013974e-03
1,1756266885.987813950,150.834111,46.650224,-4.569120,-6.310860,7.697947,10.952726,1,-4.754013974e-03
1,1756266885.987822056,151.042294,46.147065,-4.535997,-6.246880,8.142821,11.220709,1,-4.754013974e-03
1,1756266885.989132881,149.603767,47.381948,-4.684910,-6.124576,8.428755,11.423779,1,-4.754013974e-03
1,1756266885.989401102,149.950348,47.040593,-4.703215,-6.221902,8.492458,11.530574,1,-4.754013974e-03
1,1756266885.989463091,148.871979,46.554028,-4.902455,-6.230995,8.560999,11.668336,1,-4.754013974e-03
1,1756266885.989607096,149.326712,46.835362,-4.894423,-6.333256,8.600999,11.749157,1,-4.754013974e-03
1,1756266885.989634037,148.643746,47.178707,-5.005043,-6.346503,8.521694,11.745119,1,-4.754013974e-03
1,1756266885.989674091,149.345627,47.585982,-4.926904,-6.376142,8.935250,12.031968,1,-4.754013974e-03
2,1756266885.993710041,148.980517,46.036684,-5.224858,-6.677020,8.858085,12.261623,1,-4.754013974e-03
2,1756266885.994685888,150.477022,47.617382,-4.815022,-6.510999,8.757424,11.927700,1,-4.754013974e-03
2,1756266885.996043921,151.282695,47.028223,-4.907313,-6.815463,9.217083,12.469438,1,-4.754013974e-03
2,1756266885.996320009,149.976536,45.808693,-5.149808,-6.807551,9.248705,12.585778,1,-4.754013974e-03
2,1756266885.996325016,150.163320,47.011304,-5.060297,-6.742835,9.244065,12.511002,1,-4.754013974e-03
2,1756266885.996453047,151.265731,47.139947,-5.012107,-6.974604,9.137045,12.540012,1,-4.754013974e-03
3,1756266885.998393059,153.897965,47.166056,-4.594285,-7.047229,9.067471,12.368909,1,-4.754013974e-03
3,1756266885.999329090,153.812767,47.262932,-4.637850,-7.090210,9.196184,12.504021,1,-4.754013974e-03
3,1756266885.999332905,153.168705,46.808888,-4.714373,-7.034330,9.485716,12.715578,1,-4.754013974e-03
4,1756266886.003387928,152.585102,46.093230,-5.008560,-7.306759,9.319018,12.857624,1,-4.754013974e-03
5,1756266886.006897926,153.470336,46.266521,-4.805267,-7.260682,8.906147,12.455021,1,-4.754013974e-03
5,1756266886.006933928,152.761715,45.694282,-4.945740,-7.262417,9.166082,12.697248,1,-4.754013974e-03
6,1756266886.020699024,152.709944,43.379995,-4.381668,-6.420796,7.631882,10.893634,0,1.212273563e-01
6,1756266886.021234989,153.207153,46.222467,-4.928780,-7.384515,8.933850,12.595142,1,-4.754013974e-03
7,1756266886.023614883,152.313859,45.318984,-5.113416,-7.381491,9.390222,12.992679,1,-4.754013974e-03
8,1756266886.025634050,152.777173,45.874543,-5.022419,-7.381995,9.258628,12.862377,1,-4.754013974e-03
8,1756266886.025665998,156.116443,47.846433,-4.196148,-7.017581,8.788217,12.003619,1,-4.754013974e-03
8,1756266886.026302099,155.837317,48.888340,-4.175821,-6.905113,9.222922,12.254810,1,-4.754013974e-03
8,1756266886.026602030,155.555135,47.340960,-4.347999,-7.110619,9.033439,12.291014,1,-4.754013974e-03
8,1756266886.027285099,150.850929,45.158247,-5.518790,-7.546706,9.539606,13.357167,1,-4.754013974e-03
8,1756266886.027333021,151.277676,44.974982,-5.343882,-7.443287,8.986571,12.834253,1,-4.754013974e-03
8,1756266886.027337074,150.236450,44.147194,-5.576269,-7.465346,9.025232,12.972316,1,-4.754013974e-03
8,1756266886.027380943,151.097063,43.307268,-5.423103,-7.478952,9.168126,13.015349,1,-4.754013974e-03
8,1756266886.027384996,150.151587,44.913644,-5.538652,-7.376521,9.441150,13.199433,1,-4.754013974e-03
9,1756266886.032277107,148.323702,45.501112,-5.828005,-7.274247,9.554040,13.347659,1,-4.754013974e-03
9,1756266886.033652067,149.591781,45.366474,-5.657193,-7.402843,9.372017,13.215166,1,-4.754013974e-03
9,1756266886.034210920,149.173835,45.239627,-5.714198,-7.340969,9.655389,13.407775,1,-4.754013974e-03
10,1756266886.037897110,148.000000,45.456552,-5.828347,-7.183596,9.548945,13.294963,1,-4.754013974e-03
10,1756266886.038218975,147.581790,45.772532,-5.835701,-7.090860,9.523370,13.229901,1,-4.754013974e-03
11,1756266886.064903021,155.377826,49.309235,-4.189972,-6.804857,9.267404,12.237104,1,-4.754013974e-03
11,1756266886.065514088,157.147080,47.459865,-4.127184,-7.194011,9.117570,12.325483,1,-4.754013974e-03
12,1756266886.067054033,157.613049,46.421252,-4.092050,-7.284973,9.070837,12.332712,1,-4.754013974e-03
12,1756266886.067274094,157.377061,46.571977,-4.212352,-7.406269,8.936351,12.347271,1,-4.754013974e-03
12,1756266886.067295074,158.518808,46.290646,-4.027199,-7.428221,8.920165,12.286828,1,-4.754013974e-03
12,1756266886.067496061,158.285739,46.943193,-3.960598,-7.237288,8.947009,12.170195,1,-4.754013974e-03
12,1756266886.067600012,157.400162,46.703927,-4.121336,-7.257942,8.930895,12.223912,1,-4.754013974e-03
12,1756266886.067713976,158.691889,46.441987,-4.014995,-7.444650,8.480497,11.977555,1,-4.754013974e-03
13,1756266886.070698023,158.144112,45.300015,-4.041727,-7.360191,8.803001,12.165558,1,-4.754013974e-03
13,1756266886.071265936,158.561777,45.154699,-4.014534,-7.405287,8.278777,11.810712,1,-4.754013974e-03
13,1756266886.071310043,158.138403,45.138675,-4.067258,-7.377276,8.415413,11.907391,1,-4.754013974e-03
13,1756266886.072076082,158.818994,45.639566,-3.907486,-7.283921,8.235087,11.667931,1,-4.754013974e-03
